true_label,true_domain,pred_label,pred_confidence,pred_domain,domain_conf,correct,top3_correct,top5_correct,domain_correct,fuzzy_matches,method,sector,category
Environmental Consulting,N/A,Plastic Manufacturing,0.4501277804374695,N/A,0.0,False,True,True,False,0,similarity-based,Manufacturing,Farms & Agriculture Production
Environmental Consulting,N/A,Chemical Manufacturing,0.4942457377910614,N/A,0.0,False,True,True,False,0,similarity-based,Services,Environmental Engineering Services
Environmental Consulting,N/A,Real Estate Services,0.39751923084259033,N/A,0.0,False,True,True,False,0,similarity-based,Manufacturing,Water Supply & Water Treatment
Laboratory Services,N/A,Training Services,0.39000844955444336,N/A,0.0,False,True,True,False,0,similarity-based,Services,Medical Laboratories
Laboratory Services,N/A,Training Services,0.4484832286834717,N/A,0.0,False,True,True,False,0,similarity-based,Manufacturing,Dental Laboratory
Laboratory Services,N/A,Chemical Manufacturing,0.37437719106674194,N/A,0.0,False,True,True,False,0,similarity-based,Manufacturing,Laboratory Equipment & Supplies
Laboratory Services,N/A,Chemical Manufacturing,0.4325452148914337,N/A,0.0,False,False,False,False,0,similarity-based,Wholesale,Laboratory Equipment & Supplies
Commercial Communication Equipment Installation,N/A,Commercial Communication Equipment Installation,0.41379791498184204,N/A,0.0,True,True,True,False,0,similarity-based,Services,Tech Companies
Commercial Communication Equipment Installation,N/A,Commercial Communication Equipment Installation,0.44078493118286133,N/A,0.0,True,True,True,False,0,similarity-based,Services,Telecommunications
Commercial Communication Equipment Installation,N/A,Commercial Communication Equipment Installation,0.3670705556869507,N/A,0.0,True,True,True,False,0,similarity-based,Services,"Alarms, Surveillance & Security Systems"
Media Production Services,N/A,Plastic Manufacturing,0.22922620177268982,N/A,0.0,False,False,False,False,0,similarity-based,Services,Video and Audio Production
Furniture Manufacturing,N/A,Furniture Manufacturing,0.48573780059814453,N/A,0.0,True,True,True,False,0,similarity-based,Manufacturing,Furniture Stores
Furniture Manufacturing,N/A,Furniture Manufacturing,0.9637495875358582,N/A,0.0,True,True,True,False,0,similarity-based,Manufacturing,Furniture Stores
Furniture Manufacturing,N/A,Furniture Manufacturing,0.48573780059814453,N/A,0.0,True,True,True,False,0,similarity-based,Manufacturing,Furniture Stores
Furniture Manufacturing,N/A,Furniture Manufacturing,0.9741244912147522,N/A,0.0,True,True,True,False,0,similarity-based,Manufacturing,Furniture Stores
Furniture Manufacturing,N/A,Furniture Manufacturing,0.9748451113700867,N/A,0.0,True,True,True,False,0,similarity-based,Manufacturing,Furniture Stores
Furniture Manufacturing,N/A,Furniture Manufacturing,0.9828702807426453,N/A,0.0,True,True,True,False,0,similarity-based,Manufacturing,Furniture Stores
Furniture Manufacturing,N/A,Furniture Manufacturing,0.48573780059814453,N/A,0.0,True,True,True,False,0,similarity-based,Manufacturing,Furniture Stores
Furniture Manufacturing,N/A,Furniture Manufacturing,0.5155650973320007,N/A,0.0,True,True,True,False,0,similarity-based,Manufacturing,Office Furniture
Livestock Dealer Services,N/A,Livestock Dealer Services,0.9756267666816711,N/A,0.0,True,True,True,False,0,similarity-based,Manufacturing,Livestock & Animal Raising
Livestock Dealer Services,N/A,Livestock Dealer Services,0.9718100428581238,N/A,0.0,True,True,True,False,0,similarity-based,Manufacturing,Livestock & Animal Raising
Livestock Dealer Services,N/A,Livestock Dealer Services,0.6862468123435974,N/A,0.0,True,True,True,False,0,similarity-based,Wholesale,Livestock & Animal Raising
Livestock Dealer Services,N/A,Livestock Dealer Services,0.9885461330413818,N/A,0.0,True,True,True,False,0,similarity-based,Wholesale,Livestock & Animal Raising
